1stFlrSF,2ndFlrSF,BedroomAbvGr,BsmtExposure,BsmtFinSF1,BsmtFinType1,BsmtUnfSF,GarageArea,GarageYrBlt,GrLivArea,KitchenQual,LotArea,LotFrontage,MasVnrArea,OpenPorchSF,OverallCond,OverallQual,TotalBsmtSF,YearBuilt,YearRemodAdd,GarageFinish_None,GarageFinish_RFn,GarageFinish_Unf
1686,762.0,4.0,1,1361,6,88,711,1994.0,2448,4,46589,52.0,528.0,76,7,8,1629,1994,2005,False,True,False
1392,0.0,2.0,1,0,1,1392,576,1968.0,1392,3,13560,120.0,216.0,0,3,6,1392,1968,1968,False,True,False
1181,0.0,3.0,3,920,4,38,588,1974.0,1181,3,10012,90.0,0.0,0,5,4,1138,1972,1972,False,True,False
2097,0.0,1.0,2,1721,0,356,1134,2005.0,2097,5,20896,49.0,0.0,267,5,8,2077,2005,2006,False,False,False
1454,482.0,3.0,1,0,1,1406,504,2000.0,1936,4,11194,106.0,40.0,124,5,8,1406,2000,2000,False,True,False
1465,915.0,3.0,1,187,2,111,596,1965.0,2380,3,18450,69.0,113.0,265,5,6,1021,1965,1979,False,False,True
1679,0.0,3.0,1,1138,6,270,575,1994.0,1679,4,8125,65.0,258.0,42,5,6,1408,1994,1998,False,True,False
1437,0.0,3.0,1,988,3,200,576,1999.0,1437,3,14175,69.0,0.0,0,6,5,1188,1956,1987,False,False,True
1180,0.0,2.0,1,0,1,700,252,1922.0,1180,2,11600,80.0,0.0,0,5,4,700,1922,1950,False,False,True
738,0.0,3.0,1,193,6,545,540,2005.0,1476,4,8633,64.0,0.0,35,5,6,738,2005,2005,False,False,False
697,672.0,3.0,1,551,4,121,300,1930.0,1369,3,6629,54.0,0.0,0,6,6,672,1925,1950,True,False,False
1208,0.0,3.0,1,767,5,441,546,1977.0,1208,3,11250,69.0,0.0,42,6,6,1208,1977,1977,False,True,False
1839,0.0,3.0,1,1186,6,291,416,1957.0,1839,4,14442,110.0,106.0,87,7,6,1477,1957,2004,False,False,False
1136,0.0,3.0,1,892,3,244,384,1965.0,1136,3,9200,80.0,0.0,0,6,6,1136,1965,1965,True,False,False
855,586.0,3.0,1,311,5,544,440,1978.0,1441,3,2289,24.0,0.0,0,6,6,855,1978,1978,False,False,True
1095,679.0,4.0,1,0,1,1095,779,1920.0,1774,3,9600,60.0,0.0,0,2,4,1095,1900,1950,False,False,True
792,0.0,2.0,1,0,1,768,240,1924.0,792,4,9022,52.0,0.0,0,8,5,768,1924,2006,False,False,True
2046,0.0,3.0,2,0,1,2046,834,2008.0,2046,4,11844,80.0,464.0,82,5,8,2046,2008,2008,False,False,False
988,0.0,3.0,1,827,3,161,572,1963.0,988,3,9945,69.0,57.0,0,5,5,988,1961,1961,False,False,True
923,0.0,2.0,1,543,4,261,264,1980.0,923,3,8012,50.0,0.0,0,5,6,923,1980,1980,False,True,False
848,672.0,3.0,1,182,3,611,281,1968.0,1520,3,4500,55.0,0.0,0,5,5,793,1932,2000,False,False,True
1291,0.0,2.0,2,1003,6,288,431,1996.0,1291,4,2887,69.0,0.0,0,5,6,1291,1996,1997,False,False,True
1668,0.0,3.0,3,1059,6,567,702,2002.0,1668,4,11248,90.0,215.0,45,5,9,1626,2002,2002,True,False,False
1195,644.0,4.0,1,0,1,1195,486,1998.0,1839,3,16770,58.0,30.0,81,5,7,1195,1998,1998,False,False,False
1190,900.0,3.0,2,828,6,180,577,1984.0,2090,4,5062,69.0,0.0,0,5,7,1190,1984,1984,False,False,False
874,887.0,3.0,1,0,1,874,578,2007.0,1761,4,10207,84.0,0.0,105,6,7,874,2007,2007,False,False,False
551,551.0,2.0,1,239,6,312,480,2004.0,1102,4,5105,69.0,0.0,60,5,7,551,2004,2004,False,False,True
1419,0.0,2.0,3,945,0,474,567,2007.0,1419,4,8089,60.0,0.0,0,6,8,1419,2007,2007,False,True,False
1362,0.0,2.0,3,20,5,1342,460,2005.0,1362,4,7577,61.0,256.0,28,5,6,1362,2005,2006,True,False,False
848,0.0,1.0,4,697,6,151,420,2004.0,848,4,4426,69.0,147.0,0,5,6,848,2004,2004,False,True,False
2444,1872.0,4.0,4,1455,6,989,832,1994.0,4316,5,21535,104.0,1170.0,50,6,10,2444,1994,1995,False,False,False
1238,1281.0,4.0,4,965,6,245,628,1989.0,2519,4,26178,42.0,293.0,27,5,7,1210,1989,1990,False,True,False
1073,0.0,2.0,1,0,1,1073,326,1968.0,1073,3,5400,60.0,0.0,0,6,5,1073,1921,1968,True,False,False
1067,472.0,3.0,1,0,1,927,576,1995.0,1539,3,6120,51.0,0.0,0,6,5,927,1936,1950,False,False,True
1137,0.0,2.0,1,980,6,92,551,1987.0,1137,4,13811,54.0,72.0,0,6,6,1112,1987,1987,False,False,True
616,0.0,2.0,1,616,2,0,205,1921.0,616,3,6000,50.0,0.0,0,7,5,616,1921,1950,False,False,True
1148,0.0,2.0,2,210,2,219,308,1952.0,1148,3,6420,57.0,0.0,0,7,5,980,1952,1952,False,False,True
894,0.0,3.0,1,553,6,224,336,1973.0,894,3,8450,65.0,0.0,144,8,5,894,1965,2009,False,False,True
1391,0.0,2.0,2,16,0,1375,530,2004.0,1391,4,4282,59.0,0.0,158,5,7,1391,2004,2004,True,False,False
1800,0.0,3.0,4,1274,6,526,765,2002.0,1800,4,14331,85.0,630.0,78,5,8,1800,2002,2002,False,False,False
1164,0.0,3.0,1,0,1,1164,528,1969.0,1164,3,9600,80.0,168.0,0,5,7,1164,1969,1969,False,False,True
1264,1312.0,4.0,1,0,1,1234,666,2006.0,2576,5,12438,82.0,466.0,100,5,8,1234,2006,2006,False,False,False
1032,0.0,4.0,1,0,1,360,672,1999.0,1812,4,7630,76.0,0.0,0,9,5,360,1900,1996,False,False,True
1484,0.0,3.0,3,712,6,761,606,2004.0,1484,4,8400,70.0,109.0,35,5,7,1473,2004,2005,False,True,False
372,720.0,3.0,0,0,0,0,0,0.0,1092,2,5600,70.0,0.0,0,5,4,0,1930,1950,True,False,False
1824,0.0,2.0,4,1219,6,424,739,1971.0,1824,4,115149,69.0,351.0,48,5,7,1643,1971,2002,False,False,True
1324,0.0,2.0,1,863,6,461,550,2006.0,1324,4,6240,48.0,176.0,38,5,8,1324,2006,2006,False,False,False
728,728.0,3.0,3,0,1,728,400,2007.0,1456,4,9018,65.0,0.0,24,5,7,728,2007,2007,False,False,False
904,0.0,3.0,1,0,1,876,408,1966.0,904,3,7162,69.0,41.0,0,7,5,876,1966,1966,False,False,True
729,0.0,2.0,1,0,1,270,0,0.0,729,3,4130,56.0,0.0,0,6,3,270,1935,2003,True,False,False
859,319.0,2.0,2,0,1,859,384,1964.0,1178,3,8712,66.0,0.0,0,7,4,859,1900,1950,False,True,False
1228,0.0,2.0,2,767,6,461,472,1988.0,1228,4,4671,40.0,0.0,120,5,8,1228,1988,1989,False,False,False
960,0.0,3.0,3,789,5,171,576,1970.0,960,3,9873,60.0,160.0,288,5,4,960,1970,1970,False,False,True
725,754.0,3.0,1,533,6,192,475,1976.0,1479,4,13517,69.0,289.0,44,8,6,725,1976,2005,False,True,False
1350,0.0,3.0,1,0,1,1064,478,1974.0,1350,3,10140,78.0,174.0,0,5,6,1064,1974,1974,False,True,False
1576,978.0,3.0,1,0,0,718,704,1996.0,2554,3,10800,60.0,0.0,48,8,7,718,1890,1998,False,False,True
1178,0.0,3.0,1,1084,4,92,439,1973.0,1178,4,10000,80.0,0.0,0,6,5,1176,1973,2000,False,False,True
1325,1093.0,3.0,4,1173,6,138,983,1993.0,2418,4,10542,96.0,651.0,154,5,7,1311,1993,1994,False,True,False
971,0.0,3.0,4,523,0,448,300,1969.0,971,3,9920,69.0,0.0,0,6,5,971,1969,1969,False,False,True
1742,0.0,2.0,4,1148,6,594,564,1985.0,1742,4,6563,69.0,0.0,28,5,8,1742,1985,1985,False,True,False
848,0.0,1.0,3,662,6,186,420,2004.0,848,4,4426,69.0,169.0,0,5,6,848,2004,2004,True,False,False
864,0.0,3.0,1,191,5,673,463,1994.0,864,3,8120,70.0,0.0,0,7,4,864,1970,1970,False,False,True
997,0.0,4.0,1,0,1,941,548,1958.0,1470,3,8172,60.0,0.0,0,6,4,941,1954,1972,False,False,True
1698,0.0,3.0,1,1234,6,464,768,2007.0,1698,5,13286,86.0,340.0,64,5,9,1698,2007,2008,True,False,False
864,0.0,3.0,1,375,0,250,660,1989.0,864,4,6960,60.0,0.0,0,6,4,864,1970,1970,False,False,True
1680,0.0,3.0,1,808,6,72,540,1988.0,1680,4,21695,69.0,260.0,44,9,6,880,1988,2007,False,False,False
1232,0.0,2.0,3,724,6,508,632,2007.0,1232,4,7314,64.0,82.0,0,5,7,1232,2007,2007,True,False,False
1776,0.0,4.0,1,0,1,1584,888,1968.0,1776,3,11475,85.0,95.0,25,5,5,1584,1958,1958,False,False,True
848,0.0,2.0,1,152,4,628,539,1962.0,1208,3,6240,52.0,0.0,23,5,4,780,1925,1950,False,False,True
1616,0.0,2.0,1,1180,6,415,608,1995.0,1616,4,5389,39.0,0.0,152,5,8,1595,1995,1996,False,True,False
1146,0.0,3.0,3,786,6,82,438,2003.0,1146,4,9590,73.0,442.0,22,5,7,868,2003,2003,True,False,False
1153,878.0,3.0,3,252,5,901,541,1998.0,2031,4,11404,75.0,202.0,84,5,7,1153,1998,1999,False,False,False
1144,0.0,3.0,1,594,4,270,264,1961.0,1144,3,10000,80.0,0.0,0,6,5,864,1961,1983,False,True,False
948,0.0,3.0,1,0,1,948,300,1968.0,948,3,8978,69.0,0.0,0,5,5,948,1968,1968,False,False,True
880,888.0,2.0,2,390,0,490,320,1914.0,1768,3,10800,60.0,0.0,341,7,7,880,1914,1970,False,False,True
1040,0.0,2.0,0,0,0,0,400,1949.0,1040,3,8544,60.0,0.0,0,4,3,0,1950,1950,False,False,True
901,900.0,3.0,1,0,1,893,800,2005.0,1801,4,10463,72.0,0.0,116,5,8,893,2005,2005,True,False,False
1200,0.0,3.0,4,1200,6,0,0,0.0,1200,3,10800,60.0,0.0,0,5,5,1200,1987,1988,True,False,False
864,864.0,3.0,1,0,1,864,572,2004.0,1728,4,9313,65.0,0.0,56,5,7,864,2004,2004,False,True,False
768,664.0,2.0,1,0,1,264,360,1910.0,1432,3,9600,60.0,0.0,0,7,5,264,1910,2002,False,False,True
912,0.0,3.0,2,832,6,80,288,1962.0,912,4,6768,65.0,0.0,0,8,6,912,1961,1996,True,False,False
1349,0.0,3.0,1,0,0,1349,539,2000.0,1349,3,8450,65.0,108.0,55,5,7,1349,2000,2001,False,False,True
1464,0.0,3.0,3,444,5,76,480,1997.0,1464,3,12886,70.0,0.0,0,6,5,520,1963,1999,False,True,False
1337,0.0,2.0,1,733,6,604,462,1993.0,1337,4,5395,41.0,0.0,0,5,8,1337,1993,1993,False,True,False
1175,1540.0,4.0,1,575,6,487,831,1994.0,2715,4,8963,69.0,289.0,204,9,8,1142,1976,1996,False,False,False
980,1276.0,4.0,1,300,6,652,554,2000.0,2256,4,8795,69.0,0.0,54,5,7,952,2000,2000,False,False,False
1320,1320.0,4.0,1,0,1,1240,864,1950.0,2640,4,11700,65.0,0.0,0,7,7,1240,1880,2003,False,False,True
1720,0.0,3.0,1,919,6,801,527,1996.0,1720,4,10593,59.0,338.0,56,5,7,1720,1996,1996,False,False,False
1088,441.0,4.0,0,0,0,0,240,1945.0,1529,3,8405,50.0,0.0,0,3,4,0,1945,1950,False,False,True
792,348.0,3.0,1,0,1,576,0,0.0,1140,3,8800,55.0,0.0,160,7,4,576,1910,2004,True,False,False
660,660.0,3.0,1,0,1,660,400,2003.0,1320,4,7750,69.0,0.0,48,5,7,660,2003,2003,False,False,False
1494,0.0,3.0,4,1200,6,279,576,1997.0,1494,4,9236,79.0,0.0,27,5,6,1479,1997,1997,False,True,False
1038,1060.0,3.0,2,0,1,1030,878,2005.0,2098,5,10240,80.0,178.0,52,5,8,1030,2005,2005,False,True,False
1026,0.0,3.0,1,439,6,115,440,1969.0,1026,4,7930,61.0,0.0,48,8,6,1026,1969,2005,False,True,False
742,729.0,3.0,1,381,6,348,440,1999.0,1471,3,3230,34.0,894.0,24,5,6,729,1999,1999,False,False,True
866,902.0,3.0,3,20,6,846,578,2007.0,1768,4,10769,68.0,0.0,105,5,8,866,2007,2007,False,True,False
672,714.0,3.0,2,438,3,234,440,1978.0,1386,3,11616,69.0,328.0,0,5,6,672,1978,1978,False,False,False
757,0.0,3.0,1,549,5,195,440,1999.0,1501,3,2280,24.0,360.0,0,5,7,744,1999,1999,False,False,True
1328,1203.0,4.0,3,56,2,1198,752,1995.0,2531,4,12257,65.0,513.0,98,5,8,1318,1995,1995,False,True,False
864,0.0,2.0,1,612,3,252,300,2008.0,864,3,9100,70.0,0.0,0,6,6,864,1959,1959,False,False,True
1301,0.0,2.0,2,405,2,740,440,1965.0,1301,2,6911,60.0,0.0,0,5,5,1145,1924,1950,False,False,True
764,783.0,3.0,2,24,6,732,614,2009.0,1547,4,8640,72.0,0.0,45,5,7,756,2009,2009,False,False,True
1268,1097.0,3.0,2,1163,6,89,856,1999.0,2365,4,9430,82.0,673.0,128,5,8,1252,1999,1999,True,False,False
1494,0.0,3.0,3,437,2,0,481,1995.0,1494,5,9549,30.0,0.0,30,5,8,1494,1995,1996,False,False,False
1506,0.0,2.0,1,0,1,1498,592,2008.0,1506,5,14587,75.0,284.0,174,5,9,1498,2008,2008,True,False,False
980,734.0,3.0,1,394,0,586,496,1988.0,1714,3,10421,80.0,42.0,66,5,7,980,1988,1988,False,False,True
983,767.0,4.0,2,660,5,323,423,1989.0,1750,3,12508,75.0,0.0,0,7,6,983,1940,1985,False,False,True
1836,0.0,3.0,1,24,6,1836,484,2004.0,1836,4,9100,70.0,0.0,33,5,7,1860,2004,2005,False,False,False
1690,1589.0,4.0,4,1416,5,234,841,2003.0,3279,5,53504,47.0,603.0,36,5,8,1650,2003,2003,False,False,False
858,0.0,2.0,3,685,6,173,576,1983.0,858,3,7252,69.0,0.0,0,5,5,858,1982,1982,False,False,True
1220,0.0,2.0,1,836,2,0,396,1951.0,1220,3,8877,67.0,0.0,0,5,4,836,1951,1951,False,False,True
1117,0.0,3.0,3,422,5,480,672,1976.0,1117,3,7819,94.0,0.0,0,5,6,1029,1976,1976,True,False,False
912,0.0,2.0,1,456,3,456,275,1958.0,912,3,10150,70.0,1.0,0,5,5,912,1958,1958,False,True,False
1973,0.0,3.0,3,0,1,1935,895,2006.0,1973,4,14226,110.0,375.0,45,5,8,1935,2006,2006,False,False,False
1204,0.0,2.0,1,866,6,338,412,1998.0,1204,3,4500,32.0,320.0,247,5,6,1204,1998,1998,True,False,False
1614,0.0,3.0,3,20,6,1594,865,2005.0,1614,4,11210,86.0,240.0,59,5,7,1614,2005,2006,False,True,False
894,0.0,3.0,1,762,5,102,440,1974.0,894,3,13350,100.0,0.0,0,5,5,864,1974,1974,False,False,True
2020,0.0,4.0,0,0,0,0,630,1977.0,2020,3,8400,60.0,320.0,0,5,5,0,1977,1977,False,False,True
1004,0.0,2.0,4,975,6,0,504,1977.0,1004,3,10530,78.0,90.0,0,5,6,975,1977,1977,False,False,True
1253,0.0,3.0,1,0,1,1237,402,1995.0,1253,3,7875,63.0,38.0,21,5,7,1237,1995,1996,False,False,False
810,0.0,3.0,1,387,5,374,484,1992.0,1603,4,7153,65.0,0.0,124,5,6,761,1992,1992,False,True,False
1430,0.0,3.0,1,0,1,1413,605,2001.0,1430,4,16285,67.0,0.0,33,5,7,1413,2001,2002,False,True,False
1110,0.0,3.0,3,1097,6,0,602,1978.0,1110,4,9101,69.0,104.0,30,6,5,1097,1978,1978,False,False,False
742,742.0,3.0,1,0,1,742,0,0.0,1484,3,6300,35.0,0.0,291,6,6,742,1914,2001,True,False,False
1342,0.0,3.0,1,251,3,491,457,1967.0,1342,3,9790,69.0,0.0,0,5,6,1372,1967,1967,False,False,True
966,686.0,4.0,1,686,2,0,416,1961.0,1652,3,10800,60.0,0.0,0,6,5,686,1915,1950,False,False,True
956,1128.0,4.0,1,656,6,300,618,2004.0,2084,4,10142,76.0,0.0,45,5,7,956,2004,2004,False,True,False
901,0.0,2.0,1,0,1,901,281,1954.0,901,3,6000,50.0,0.0,0,7,4,901,1954,2000,False,False,True
976,1111.0,5.0,4,568,2,264,444,1966.0,2087,4,12205,69.0,157.0,168,8,6,832,1966,2007,False,False,False
1145,0.0,2.0,1,16,6,1129,397,2005.0,1145,4,3182,43.0,11.0,16,5,7,1145,2005,2006,False,False,False
1062,0.0,3.0,3,539,5,490,539,1976.0,1062,3,11333,69.0,0.0,0,5,6,1029,1976,1976,False,True,False
1127,886.0,3.0,3,862,0,255,455,1997.0,2013,3,9920,92.0,0.0,130,5,7,1117,1996,1997,False,False,True
1496,0.0,3.0,3,0,1,1496,474,2007.0,1496,4,9158,76.0,140.0,130,5,8,1496,2007,2007,True,False,False
1086,809.0,3.0,1,0,1,712,409,1994.0,1895,4,10832,69.0,0.0,46,5,7,712,1994,1996,False,False,False
888,676.0,3.0,1,0,1,650,476,1980.0,1564,3,8400,70.0,130.0,50,6,6,650,1980,1981,False,False,True
1285,0.0,3.0,1,0,1,660,528,1977.0,1285,3,8197,71.0,148.0,0,5,6,660,1977,1977,False,True,False
773,0.0,2.0,1,570,0,203,240,1953.0,773,3,7677,57.0,0.0,0,5,5,773,1953,1953,False,False,True
1966,1174.0,4.0,1,0,1,1926,820,2009.0,3140,5,13518,104.0,860.0,78,5,9,1926,2008,2009,False,False,False
981,787.0,3.0,1,569,5,162,240,1939.0,1768,4,7200,60.0,252.0,0,7,5,731,1937,1950,False,False,True
616,1072.0,4.0,4,462,6,154,603,1997.0,1688,4,12798,79.0,0.0,114,5,6,616,1997,1997,False,True,False
1196,0.0,2.0,1,197,2,999,440,1957.0,1196,3,4800,40.0,0.0,0,7,4,1196,1916,1990,False,False,True
728,728.0,3.0,3,648,6,80,410,2005.0,1456,4,8199,63.0,0.0,18,5,7,728,2005,2005,False,False,False
1734,1088.0,3.0,4,0,1,1734,1020,2009.0,2822,5,13891,107.0,424.0,170,5,9,1734,2008,2009,False,True,False
1128,0.0,2.0,1,812,2,124,286,1954.0,1128,3,9000,75.0,0.0,0,5,5,936,1954,1954,False,False,True
1428,0.0,3.0,1,0,0,1417,554,2008.0,1428,5,12274,91.0,256.0,60,5,7,1417,2008,2008,False,True,False
980,0.0,3.0,3,400,0,100,384,1967.0,980,3,9750,75.0,0.0,0,5,5,980,1967,1967,False,False,False
1072,504.0,3.0,4,1309,6,15,528,1923.0,1576,4,21384,144.0,0.0,312,6,5,1324,1923,2004,False,True,False
1086,0.0,3.0,3,516,5,380,484,1966.0,1086,3,13400,85.0,1047.0,0,5,5,1024,1966,1966,False,True,False
1075,1063.0,2.0,1,0,1,849,360,1910.0,2138,3,8100,90.0,0.0,156,5,5,849,1898,1965,False,False,True
1309,0.0,3.0,1,663,5,0,484,1974.0,1309,4,10140,78.0,99.0,0,6,6,1040,1974,1999,False,True,False
848,0.0,1.0,4,662,6,186,420,2004.0,848,4,4438,69.0,169.0,0,5,6,848,2004,2004,False,False,False
1044,0.0,2.0,3,0,1,540,504,1952.0,1044,2,8712,66.0,0.0,0,5,5,540,1952,1952,False,False,True
1442,0.0,4.0,1,608,3,834,301,1958.0,1442,3,9750,75.0,243.0,0,6,6,1442,1958,1958,False,True,False
686,564.0,3.0,1,0,1,686,280,1955.0,1250,2,8248,45.0,0.0,0,7,5,686,1918,1950,True,False,False
1661,0.0,3.0,1,0,1,1649,598,1998.0,1661,4,12137,48.0,442.0,34,5,7,1649,1998,1998,False,True,False
1008,0.0,2.0,1,486,4,522,275,1954.0,1008,3,11425,69.0,0.0,0,6,5,1008,1954,1954,True,False,False
1689,0.0,3.0,1,1218,6,350,857,2002.0,1689,4,13265,69.0,148.0,59,5,8,1568,2002,2002,False,True,False
1052,0.0,3.0,3,504,0,506,440,1971.0,1052,3,8816,80.0,80.0,0,7,6,1010,1971,1971,False,False,True
1358,0.0,3.0,2,733,0,625,484,2010.0,1358,4,6371,44.0,128.0,35,5,7,1358,2009,2010,False,True,False
798,0.0,3.0,1,0,1,798,595,2003.0,1640,4,7226,72.0,0.0,45,5,7,798,2003,2003,False,True,False
936,0.0,2.0,1,0,1,936,576,1974.0,936,3,6000,60.0,0.0,32,4,4,936,1953,1953,False,False,True
847,886.0,3.0,4,0,1,847,433,2003.0,1733,4,12394,69.0,0.0,48,5,7,847,2003,2003,False,False,False
944,545.0,3.0,1,0,1,778,240,1940.0,1489,3,9900,60.0,0.0,0,7,6,778,1940,1950,False,False,True
1489,0.0,3.0,1,0,1,1489,776,2006.0,1489,4,11216,81.0,0.0,140,5,8,1489,2006,2006,False,True,False
2084,0.0,2.0,3,1636,6,442,1220,2007.0,2084,5,14803,114.0,816.0,45,5,10,2078,2007,2008,False,False,False
784,0.0,2.0,1,784,5,0,0,0.0,784,4,6130,50.0,0.0,0,6,5,784,1924,1950,True,False,False
1434,0.0,3.0,1,20,6,1434,527,2001.0,1434,4,8529,65.0,0.0,39,5,7,1454,2001,2001,False,True,False
1160,966.0,3.0,4,249,2,0,538,1967.0,2126,3,28698,69.0,0.0,0,5,5,1013,1967,1967,False,False,False
520,623.0,2.0,1,0,1,600,480,2005.0,1223,4,2544,24.0,0.0,166,5,7,600,2005,2005,False,True,False
1392,0.0,3.0,1,1040,3,352,458,1957.0,1392,3,11900,80.0,387.0,0,5,6,1392,1957,1957,False,True,False
520,600.0,2.0,1,0,1,600,480,2005.0,1200,4,3180,30.0,0.0,166,5,7,600,2005,2005,False,True,False
941,888.0,3.0,1,483,6,458,613,2003.0,1829,4,9548,44.0,223.0,39,6,7,941,2003,2003,False,True,False
1516,0.0,3.0,1,196,3,975,472,1964.0,1516,3,10004,100.0,180.0,0,6,6,1516,1964,1964,False,True,False
1144,0.0,3.0,1,572,3,572,456,1961.0,1144,3,7875,75.0,136.0,0,6,5,1144,1961,1961,False,False,True
1067,0.0,2.0,1,442,4,625,436,1996.0,1067,4,9600,60.0,0.0,0,7,4,1067,1950,1995,False,False,True
1559,0.0,3.0,1,338,3,1221,812,1948.0,1559,3,8100,90.0,0.0,116,6,5,1559,1948,1973,False,False,True
483,504.0,2.0,1,330,4,153,264,1973.0,987,3,1680,21.0,158.0,0,5,6,483,1973,1973,False,False,True
1099,0.0,3.0,1,0,1,1099,352,1999.0,1099,4,9525,75.0,0.0,0,6,5,1099,1995,2006,False,False,True
768,432.0,3.0,1,352,4,416,240,1946.0,1200,3,11767,70.0,0.0,0,6,5,768,1946,1995,False,False,True
810,672.0,3.0,1,156,4,516,400,1934.0,1482,2,12155,69.0,0.0,0,8,6,672,1925,1950,False,False,True
958,581.0,3.0,1,0,1,650,686,1983.0,1539,4,10440,60.0,0.0,78,8,5,650,1904,2002,False,False,True
1165,0.0,3.0,4,312,3,276,490,1966.0,1165,3,9020,82.0,183.0,129,7,6,1127,1966,1966,False,True,False
1800,0.0,6.0,1,0,1,1800,0,0.0,1800,3,8000,80.0,0.0,0,4,5,1800,1961,1961,True,False,False
876,540.0,4.0,2,0,1,876,720,1949.0,1416,3,12665,100.0,0.0,0,8,5,876,1915,1950,False,False,True
1701,0.0,3.0,4,1390,5,0,611,1975.0,1701,3,16647,69.0,0.0,0,5,5,1390,1975,1981,False,False,False
1006,769.0,3.0,1,513,5,227,425,1993.0,1775,4,9317,75.0,137.0,72,5,7,740,1993,1993,True,False,False
864,0.0,3.0,3,460,4,404,338,1972.0,864,3,15523,36.0,0.0,0,6,5,864,1972,1972,False,False,True
1307,1051.0,5.0,1,0,1,907,360,1908.0,2358,3,45600,75.0,0.0,40,8,6,907,1908,1997,True,False,False
1094,761.0,3.0,1,0,1,528,512,1976.0,1855,3,9600,80.0,360.0,100,7,6,528,1976,1994,False,True,False
848,0.0,1.0,3,659,6,189,420,2003.0,848,4,4435,36.0,170.0,0,5,6,848,2003,2003,False,False,False
1456,0.0,2.0,4,0,1,1273,400,2003.0,1456,4,3196,69.0,40.0,20,5,8,1273,2003,2003,False,False,False
918,728.0,4.0,1,364,3,554,240,1941.0,1646,3,7128,53.0,0.0,0,5,7,918,1941,1950,False,False,True
1445,0.0,3.0,4,564,0,563,645,1964.0,1445,3,12095,69.0,115.0,0,6,6,1127,1964,1964,False,True,False
1779,0.0,3.0,2,306,5,372,454,1955.0,1779,3,17920,102.0,0.0,418,4,5,1763,1955,1974,False,False,True
1040,0.0,3.0,1,659,5,381,260,1962.0,1040,3,6897,69.0,0.0,104,8,5,1040,1962,2010,False,False,True
1026,0.0,3.0,4,505,6,0,576,1981.0,1026,3,10970,69.0,0.0,0,6,6,940,1978,1978,False,False,True
702,779.0,3.0,1,0,1,702,343,1994.0,1481,3,8125,65.0,0.0,36,5,6,702,1994,1995,False,False,False
1370,0.0,3.0,1,0,1,1090,479,1976.0,1370,3,10400,80.0,189.0,0,5,7,1090,1976,1976,False,True,False
1512,1142.0,4.0,2,619,4,435,619,1968.0,2654,4,11029,69.0,220.0,65,7,6,1054,1968,1984,True,False,False
912,514.0,3.0,1,0,1,912,216,1925.0,1426,4,7642,55.0,0.0,240,8,7,912,1918,1998,False,False,True
1039,0.0,3.0,2,841,4,198,504,1965.0,1039,3,11625,75.0,0.0,0,4,5,1039,1965,1965,False,False,True
1097,0.0,3.0,1,338,6,702,480,1986.0,1097,3,9672,81.0,0.0,0,5,6,1040,1984,1985,False,False,True
1148,0.0,3.0,1,1148,4,0,672,1959.0,1148,3,7931,70.0,0.0,0,5,5,1148,1959,1959,False,False,True
1372,0.0,3.0,1,0,1,1372,529,2008.0,1372,4,8640,72.0,0.0,140,5,7,1372,2007,2008,False,False,False
1002,0.0,3.0,1,828,4,174,902,1973.0,1002,3,8750,69.0,76.0,0,6,5,1002,1970,1970,False,False,True
1646,0.0,3.0,3,0,0,1638,870,2007.0,1646,4,10656,67.0,274.0,80,5,8,1638,2006,2007,False,True,False
1120,0.0,3.0,1,932,5,108,544,1961.0,1120,2,6970,85.0,0.0,0,5,4,1040,1961,1961,False,True,False
1547,720.0,2.0,0,0,0,0,672,1979.0,2320,3,14762,69.0,0.0,144,6,5,0,1948,1950,False,False,True
1062,887.0,3.0,1,750,6,300,574,1993.0,1949,4,9938,80.0,246.0,90,5,7,1050,1993,1994,False,False,False
894,0.0,2.0,1,0,1,894,308,1962.0,894,3,6600,60.0,0.0,0,5,5,894,1962,1962,True,False,False
804,878.0,3.0,1,505,6,299,523,1998.0,1682,4,8750,70.0,116.0,77,5,6,804,1998,1998,False,True,False
910,0.0,3.0,3,0,1,105,414,1953.0,910,4,8892,74.0,0.0,0,7,5,105,1953,1996,False,False,True
1036,0.0,3.0,1,375,3,457,288,1949.0,1268,3,12144,60.0,0.0,28,7,5,832,1949,1950,False,False,True
676,455.0,3.0,1,0,1,676,200,1941.0,1131,3,5720,52.0,0.0,0,6,5,676,1941,1950,False,False,True
1184,1426.0,4.0,3,64,6,1120,550,2007.0,2610,5,9000,75.0,0.0,364,5,8,1184,2007,2007,False,False,False
1040,0.0,3.0,4,633,5,431,648,1963.0,1040,3,25286,94.0,0.0,0,5,4,1064,1963,1963,False,False,True
1462,0.0,4.0,1,1170,6,292,738,2004.0,2224,5,8834,74.0,216.0,0,5,9,1462,2004,2005,False,False,False
1155,0.0,3.0,3,899,5,210,576,1987.0,1155,4,11782,88.0,0.0,0,7,5,1109,1961,1995,False,False,True
864,0.0,3.0,1,646,5,218,336,1978.0,864,3,7000,69.0,90.0,0,8,5,864,1978,2005,False,False,True
1090,0.0,2.0,1,980,5,110,450,2005.0,1090,3,7024,60.0,0.0,49,5,5,1090,2005,2006,False,False,False
1187,530.0,3.0,2,902,2,254,400,1990.0,1717,4,13758,44.0,117.0,36,5,7,1156,1990,1991,False,True,False
